Loja,Tempo total por loja,Tempo médio e variância por loja,Tempo médio e variância dos produtos,Tempo médio e variância para produtos que tiveram sucesso na coleta de preço,Tempo médio e variância para o restante dos produtos
cec,00:36:43
amazon,00:45:48
leroymerlin,01:58:06
telhanorte,02:07:32
madeira_madeira,00:10:00
suvinil,00:10:00
